Date,CashValue,AssetValue,TotalValue
1984-03-22,1734.2369999999887,46284.784,48019.020999999986
1984-03-23,1734.2369999999887,46217.71400000001,47951.950999999994
1984-03-26,1734.2369999999887,46150.694,47884.93099999999
1984-03-27,1734.2369999999887,46324.528000000006,48058.76499999999
1984-03-28,1734.2369999999887,47264.70400000001,48998.941
1984-03-29,1734.2369999999887,47235.898,48970.13499999999
1984-03-30,1734.2369999999887,46648.123000000014,48382.36
1984-04-02,1734.2369999999887,46067.703,47801.93999999999
1984-04-03,1734.2369999999887,45707.869,47442.105999999985
1984-04-04,1734.2369999999887,45944.623,47678.859999999986
1984-04-05,1734.2369999999887,45245.823,46980.05999999998
1984-04-06,1734.2369999999887,45673.099,47407.33599999999
1984-04-09,1734.2369999999887,45756.808999999994,47491.04599999998
1984-04-10,1734.2369999999887,45807.323,47541.55999999998
1984-04-11,1734.2369999999887,45627.10300000001,47361.34
1984-04-12,1734.2369999999887,46610.199,48344.43599999999
1984-04-13,1734.2369999999887,46765.812999999995,48500.04999999998
1984-04-16,1734.2369999999887,46962.539000000004,48696.77599999999
1984-04-17,1734.2369999999887,47294.59,49028.82699999998
